doi,title,year,container,authors,URL,source
10.1201/9781439832660.ch2,The World Economic Outlook,1994,Proceedings of the 3rd World Conference on Detergents,William Gasser,https://doi.org/10.1201/9781439832660.ch2,crossref
10.1257/aer.100.2.1,Computer Mediated Transactions,2010,American Economic Review,Hal R Varian,https://doi.org/10.1257/aer.100.2.1,crossref
10.1257/aer.100.2.373,Local Multipliers,2010,American Economic Review,Enrico Moretti,https://doi.org/10.1257/aer.100.2.373,crossref
10.1257/aer.101.7.3078,The Effects of Rural Electrification on Employment: New Evidence from South Africa,2011,American Economic Review,Taryn Dinkelman,https://doi.org/10.1257/aer.101.7.3078,crossref
10.1257/aer.103.1.1,"The “Out of Africa” Hypothesis, Human Genetic Diversity, and Comparative Economic Development",2013,American Economic Review,Quamrul Ashraf; Oded Galor,https://doi.org/10.1257/aer.103.1.1,crossref
10.1257/aer.104.3.753,Fiscal Stimulus in a Monetary Union: Evidence from US Regions,2014,American Economic Review,Emi Nakamura; Jón Steinsson,https://doi.org/10.1257/aer.104.3.753,crossref
10.1257/aer.20101199,Railroads of the Raj: Estimating the Impact of Transportation Infrastructure,2018,American Economic Review,Dave Donaldson,https://doi.org/10.1257/aer.20101199,crossref
10.1257/aer.91.4.909,Telecommunications Infrastructure and Economic Development: A Simultaneous Approach,2001,American Economic Review,Lars-Hendrik Röller; Leonard Waverman,https://doi.org/10.1257/aer.91.4.909,crossref
10.1257/jel.49.3.673,Can Government Purchases Stimulate the Economy?,2011,Journal of Economic Literature,Valerie A Ramey,https://doi.org/10.1257/jel.49.3.673,crossref
10.1257/jep.23.2.29,The Economic Effects of Climate Change,2009,Journal of Economic Perspectives,Richard S. J Tol,https://doi.org/10.1257/jep.23.2.29,crossref
10.1257/jep.29.3.3,Why Are There Still So Many Jobs? The History and Future of Workplace Automation,2015,Journal of Economic Perspectives,David H. Autor,https://doi.org/10.1257/jep.29.3.3,crossref
10.1257/jep.32.2.25,"Alternative Sources of the Gains from International Trade: Variety, Creative Destruction, and Markups",2018,Journal of Economic Perspectives,Robert C. Feenstra,https://doi.org/10.1257/jep.32.2.25,crossref
10.1257/jep.33.2.3,Automation and New Tasks: How Technology Displaces and Reinstates Labor,2019,Journal of Economic Perspectives,Daron Acemoglu; Pascual Restrepo,https://doi.org/10.1257/jep.33.2.3,crossref
10.1257/jep.34.2.90,Evaluating State and Local Business Incentives,2020,Journal of Economic Perspectives,Cailin Slattery; Owen Zidar,https://doi.org/10.1257/jep.34.2.90,crossref
10.1257/jep.34.3.27,How Close Is Close? The Spatial Reach of Agglomeration Economies,2020,Journal of Economic Perspectives,Stuart S. Rosenthal; William C. Strange,https://doi.org/10.1257/jep.34.3.27,crossref
10.1257/jep.6.4.189,Policy Watch: Infrastructure Investment and Economic Growth,1992,Journal of Economic Perspectives,Alicia H Munnell,https://doi.org/10.1257/jep.6.4.189,crossref
10.1257/mac.20130329,"Monetary Policy Surprises, Credit Costs, and Economic Activity",2015,American Economic Journal: Macroeconomics,Mark Gertler; Peter Karadi,https://doi.org/10.1257/mac.20130329,crossref
10.1257/mac.4.2.1,Are the Effects of Monetary Policy Shocks Big or Small?,2012,American Economic Journal: Macroeconomics,Olivier Coibion,https://doi.org/10.1257/mac.4.2.1,crossref
10.1257/mac.4.3.66,Temperature Shocks and Economic Growth: Evidence from the Last Half Century,2012,American Economic Journal: Macroeconomics,Melissa Dell; Benjamin F Jones; Benjamin A Olken,https://doi.org/10.1257/mac.4.3.66,crossref
10.1287/mnsc.2014.2044,The Asset-Pricing Implications of Government Economic Policy Uncertainty,2015,Management Science,Jonathan Brogaard; Andrew Detzel,https://doi.org/10.1287/mnsc.2014.2044,crossref
10.1287/mnsc.2020.3812,The Robot Revolution: Managerial and Employment Consequences for Firms,2021,Management Science,Jay Dixon; Bryan Hong; Lynn Wu,https://doi.org/10.1287/mnsc.2020.3812,crossref
10.1353/eca.2018.0002,Jobs for the Heartland: Place-Based Policies in 21st-Century America,2018,Brookings Papers on Economic Activity,Benjamin Austin; Edward Glaeser; Lawrence Summers,https://doi.org/10.1353/eca.2018.0002,crossref
10.1353/eca.2020.0004,What's Up with the Phillips Curve?,2020,Brookings Papers on Economic Activity,Marco Del Negro; Michele Lenza; Giorgio E. Primiceri; Andrea Tambalotti,https://doi.org/10.1353/eca.2020.0004,crossref
10.1596/1813-9450-4712,Infrastructure And Economic Development In Sub-Saharan Africa,2008,,César Calderón; Luis Servén,https://doi.org/10.1596/1813-9450-4712,crossref
10.17848/9780585223940,Who Benefits from State and Local Economic Development Policies?,1991,,Timothy J. Bartik,https://doi.org/10.17848/9780585223940,crossref
10.17848/9780880996693,Making Sense of Incentives: Taming Business Incentives to Promote Prosperity,2019,,Timothy Bartik,https://doi.org/10.17848/9780880996693,crossref
10.17848/wp18-287,Understanding the Decline of U.S. Manufacturing Employment,2018,,Susan N. Houseman,https://doi.org/10.17848/wp18-287,crossref
10.18335/region.v10i1.418,Economic impact of hotels and similar establishments in Veszprém District,2023,REGION,Alishan Karimov; Petra Gyurácz-Németh; Dirk-Jan Kamann,https://doi.org/10.18335/region.v10i1.418,crossref
10.2139/ssrn.5217265,Sectoral Interlinkages and the Role of Natural Gas Sector in India: An Intertemporal Economic Impacts Analysis,2025,,Alok Aditya; Krishna Raj,https://doi.org/10.2139/ssrn.5217265,crossref
10.2307/1914185,Prospect Theory: An Analysis of Decision under Risk,1979,Econometrica,Daniel Kahneman; Amos Tversky,https://doi.org/10.2307/1914185,crossref
10.2307/2285379,Intervention Analysis with Applications to Economic and Environmental Problems,1975,Journal of the American Statistical Association,G. E. P. Box; G. C. Tiao,https://doi.org/10.1080/01621459.1975.10480264,crossref
10.2307/2297968,Some Tests of Specification for Panel Data: Monte Carlo Evidence and an Application to Employment Equations,1991,The Review of Economic Studies,Manuel Arellano; Stephen Bond,https://doi.org/10.2307/2297968,crossref
10.24294/jipd9560,Assessing the impact of infrastructure financing on economic growth in emerging markets,2024,Journal of Infrastructure Policy and Development,Tanuj Tayeng; K. Hinoca Assumi; Samitha Khaiyum; Ruhul Amin; Purvi Shah; Abhijit Chandratreya; Sunita Dhote,https://doi.org/10.24294/jipd9560,crossref
10.2478/amns.2023.1.00429,DMAIC Model’s Relative Efficiency Analysis of Input and Output in Cultural Construction of University Library and Mental Health Education of College Students,2023,Applied Mathematics and Nonlinear Sciences,Jinbiao Sun; Liping Huang; Yanjun Zheng,https://doi.org/10.2478/amns.2023.1.00429,crossref
10.3384/diss.diva-170231,Construction Logistics in a City Development Setting,2020,Linköping Studies in Science and Technology. Dissertations,Mats Janné,https://doi.org/10.3384/diss.diva-170231,crossref
10.3386/w27625,The Macroeconomic Consequences of Infrastructure Investment,2020,,Valerie Ramey,https://doi.org/10.3386/w27625,crossref
10.3386/w29644,Technology and Resilience,2022,,Diego Comin; Marcio Cruz; Xavier Cirera; Kyung Min Lee; Jesica Torres,https://doi.org/10.3386/w29644,crossref
10.3386/w29677,"The Second World War, Inequality and the Social Contract in Britain",2022,,Leander Heldring; James Robinson; Parker Whitfill,https://doi.org/10.3386/w29677,crossref
10.3386/w29764,The Downward Spiral,2022,,Jeremy Greenwood; Nezih Guner; Karen Kopecky,https://doi.org/10.3386/w29764,crossref
10.3386/w30526,Work From Home and the Office Real Estate Apocalypse,2022,,Arpit Gupta; Vrinda Mittal; Stijn Van Nieuwerburgh,https://doi.org/10.3386/w30526,crossref
10.3389/fenrg.2022.784709,Economic Impacts and Challenges of Chinese Mining Industry: An Input–Output Analysis,2022,Frontiers in Energy Research,Binyuan Zhang; Jinge Yao; Hyuck-Jin Lee,https://doi.org/10.3389/fenrg.2022.784709,crossref
10.3389/fpubh.2019.00307,"Nexus Among Economic Growth, Education, Health, and Environment: Dynamic Analysis of World-Level Data",2019,Frontiers in Public Health,Suleman Sarwar; Majid Ibrahim Alsaggaf; Cao Tingqiu,https://doi.org/10.3389/fpubh.2019.00307,crossref
10.3390/app15020880,Advanced Energy Management for Residential Buildings Optimizing Costs and Efficiency Through Thermal Energy Storage and Predictive Control,2025,Applied Sciences,Ricardo Felez; Jesus Felez,https://doi.org/10.3390/app15020880,crossref
10.3390/buildings15183379,Large Language Models for Construction Risk Classification: A Comparative Study,2025,Buildings,Abdolmajid Erfani; Hussein Khanjar,https://doi.org/10.3390/buildings15183379,crossref
10.3390/buildings16010087,The Productivity–Safety Nexus: The Impact of Human Factors on Operational Efficiency in Construction Projects,2025,Buildings,Kelly Weeks; Mahdi Safa; Siavash Zamiran,https://doi.org/10.3390/buildings16010087,crossref
10.3390/data5010026,"Trend Analysis on Adoption of Virtual and Augmented Reality in the Architecture, Engineering, and Construction Industry",2020,Data,Mojtaba Noghabaei; Arsalan Heydarian; Vahid Balali; Kevin Han,https://doi.org/10.3390/data5010026,crossref
10.3390/economies12050109,"Is There a Link between Remittances, Capital Formation, Structural Transformation and Economic Growth? A Dynamic Panel Analysis for Latin America under the PVAR Approach",2024,Economies,Eduardo Germán Zurita Moreano; María Gabriela González Bautista; Juan Pablo Vallejo Mata; Víctor Dante Ayaviri-Nina,https://doi.org/10.3390/economies12050109,crossref
10.3390/min10070624,An Input-Output Analysis of the Economic Role and Effects of the Mining Industry in South Korea,2020,Minerals,Kyung-Hag Kim; Ju-Hee Kim; Seung-Hoon Yoo,https://doi.org/10.3390/min10070624,crossref
10.3390/su12176742,Does Environmental Regulation Improve an Enterprise’s Productivity?—Evidence from China’s Carbon Reduction Policy,2020,Sustainability,Yanfeng Lou; Yezhuang Tian; Xueliang Tang,https://doi.org/10.3390/su12176742,crossref
10.3390/su13042046,Museum-Authorization of Digital Rights: A Sustainable and Traceable Cultural Relics Exhibition Mechanism,2021,Sustainability,Yun-Ciao Wang; Chin-Ling Chen; Yong-Yuan Deng,https://doi.org/10.3390/su13042046,crossref
10.3390/su14010216,"Digital Economy, Technological Innovation and High-Quality Economic Development: Based on Spatial Effect and Mediation Effect",2021,Sustainability,Chenhui Ding; Chao Liu; Chuiyong Zheng; Feng Li,https://doi.org/10.3390/su14010216,crossref
10.3390/su14159780,Modeling and Performance Analysis for High-Rise Building Using ArchiCAD: Initiatives towards Energy-Efficient Building,2022,Sustainability,Siti Birkha Mohd Ali; Amirhossein Mehdipoor; Noora Samsina Johari; Md. Hasanuzzaman; Nasrudin Abd Rahim,https://doi.org/10.3390/su14159780,crossref
10.3390/su142214927,Detection and In-Depth Analysis of Causes of Delay in Construction Projects: Synergy between Machine Learning and Expert Knowledge,2022,Sustainability,Marija Z. Ivanović; Đorđe Nedeljković; Zoran Stojadinović; Dejan Marinković; Nenad Ivanišević; Nevena Simić,https://doi.org/10.3390/su142214927,crossref
10.3390/su17198844,"Technical, Economic, and Environmental Assessment of the High-Rise Building Facades as Locations for Photovoltaic Systems",2025,Sustainability,Andreja Stefanović; Ivana Rakonjac; Dorin Radu; Marijana Hadzima-Nyarko; Christiana Emilia Cazacu,https://doi.org/10.3390/su17198844,crossref
10.3846/20294913.2013.876686,PRINCIPLES OF ECONOMETHICS FROM THE GIFFEN DEMAND,2014,Technological and Economic Development of Economy,J. Agustín FRANCO,https://doi.org/10.3846/20294913.2013.876686,crossref
10.3982/ecta10876,The Economics of Density: Evidence From the Berlin Wall,2015,Econometrica,Gabriel M. Ahlfeldt; Stephen J. Redding; Daniel M. Sturm; Nikolaus Wolf,https://doi.org/10.3982/ecta10876,crossref
10.4324/9780203634059,World City Network,2004,,Peter Taylor; Ben Derudder,https://doi.org/10.4324/9780203634059,crossref
10.4337/9781035303557.00019,Infrastructure Investment: A Review Essay,1997,Financing federal systems,Edward Gramlich,https://doi.org/10.4337/9781035303557.00019,crossref
10.4337/9781035352463.00021,How Reliable are Estimates of Infrastructure Costs? A Comparative Analysis,2004,Transport Systems and Policy,Peter Nijkamp; Barry Ubbels,https://doi.org/10.4337/9781035352463.00021,crossref
10.4337/9781781952528,Urban Economics and Urban Policy,2014,,Paul C. Cheshire; Max Nathan; Henry G. Overman,https://doi.org/10.4337/9781781952528,crossref
10.46557/001c.13154,Impact of the COVID-19 Pandemic on the Crude Oil and Stock Markets in the US: A Time-Varying Analysis,2020,Energy RESEARCH LETTERS,Lu Liu; En-Ze Wang; Chien-Chiang Lee,https://doi.org/10.46557/001c.13154,crossref
10.51593/20210033,Headline or Trend Line?,2021,,Margarita Konaev; Andrew Imbrie; Ryan Fedasiuk; Emily Weinstein; Katerina Sedova; James Dunham,https://doi.org/10.51593/20210033,crossref
10.51593/20210065,Reshoring Chipmaking Capacity Requires High-Skilled Foreign Talent,2022,,Will Hunt,https://doi.org/10.51593/20210065,crossref
10.5194/isprs-annals-vi-4-w1-2020-77-2020,BIM AND GIS INTEGRATION FOR INFRASTRUCTURE ASSET MANAGEMENT: A BIBLIOMETRIC ANALYSIS,2020,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",M. Garramone; N. Moretti; M. Scaioni; C. Ellul; F. Re Cecconi; M. C. Dejaco,https://doi.org/10.5194/isprs-annals-vi-4-w1-2020-77-2020,crossref
10.7551/mitpress/9780262013468.001.0001,Chips and Change,2009,,Clair Brown; Greg Linden,https://doi.org/10.7551/mitpress/9780262013468.001.0001,crossref
